year,state,abbrev,name,id,race,candidate,party,vote,total_vote,date
2008,Alabama,AL,Escambia,1053,President,Other,NA,111,14674,20191203
2008,Alabama,AL,Etowah,1055,President,Barack Obama,democrat,13497,44737,20191203
2008,Alabama,AL,Etowah,1055,President,John McCain,republican,30595,44737,20191203
2008,Alabama,AL,Etowah,1055,President,Other,NA,645,44737,20191203
2008,Alabama,AL,Fayette,1057,President,Barack Obama,democrat,1994,7957,20191203
2008,Alabama,AL,Fayette,1057,President,John McCain,republican,5883,7957,20191203
2008,Alabama,AL,Fayette,1057,President,Other,NA,80,7957,20191203
2008,Alabama,AL,Franklin,1059,President,Barack Obama,democrat,3469,11693,20191203
2008,Alabama,AL,Franklin,1059,President,John McCain,republican,8048,11693,20191203
2008,Alabama,AL,Franklin,1059,President,Other,NA,176,11693,20191203
2008,Alabama,AL,Geneva,1061,President,Barack Obama,democrat,2134,11657,20191203
2008,Alabama,AL,Geneva,1061,President,John McCain,republican,9417,11657,20191203
2008,Alabama,AL,Geneva,1061,President,Other,NA,106,11657,20191203
2008,Alabama,AL,Greene,1063,President,Barack Obama,democrat,4408,5305,20191203
2008,Alabama,AL,Greene,1063,President,John McCain,republican,876,5305,20191203
2008,Alabama,AL,Greene,1063,President,Other,NA,21,5305,20191203
2008,Alabama,AL,Hale,1065,President,Barack Obama,democrat,4982,8214,20191203
2008,Alabama,AL,Hale,1065,President,John McCain,republican,3200,8214,20191203
2008,Alabama,AL,Hale,1065,President,Other,NA,32,8214,20191203
2008,Alabama,AL,Henry,1067,President,Barack Obama,democrat,3018,8648,20191203
2008,Alabama,AL,Henry,1067,President,John McCain,republican,5585,8648,20191203
2008,Alabama,AL,Henry,1067,President,Other,NA,45,8648,20191203
2008,Alabama,AL,Houston,1069,President,Barack Obama,democrat,12225,41735,20191203
2008,Alabama,AL,Houston,1069,President,John McCain,republican,29254,41735,20191203
2008,Alabama,AL,Houston,1069,President,Other,NA,256,41735,20191203
2008,Alabama,AL,Jackson,1071,President,Barack Obama,democrat,6374,20874,20191203
2008,Alabama,AL,Jackson,1071,President,John McCain,republican,14083,20874,20191203
2008,Alabama,AL,Jackson,1071,President,Other,NA,417,20874,20191203
2008,Alabama,AL,Jefferson,1073,President,Barack Obama,democrat,166121,318524,20191203
2008,Alabama,AL,Jefferson,1073,President,John McCain,republican,149921,318524,20191203
2008,Alabama,AL,Jefferson,1073,President,Other,NA,2482,318524,20191203
2008,Alabama,AL,Lamar,1075,President,Barack Obama,democrat,1614,7075,20191203
2008,Alabama,AL,Lamar,1075,President,John McCain,republican,5419,7075,20191203
2008,Alabama,AL,Lamar,1075,President,Other,NA,42,7075,20191203
2008,Alabama,AL,Lauderdale,1077,President,Barack Obama,democrat,13329,38104,20191203
2008,Alabama,AL,Lauderdale,1077,President,John McCain,republican,24068,38104,20191203
2008,Alabama,AL,Lauderdale,1077,President,Other,NA,707,38104,20191203
2008,Alabama,AL,Lawrence,1079,President,Barack Obama,democrat,5164,14680,20191203
2008,Alabama,AL,Lawrence,1079,President,John McCain,republican,9277,14680,20191203
2008,Alabama,AL,Lawrence,1079,President,Other,NA,239,14680,20191203
2008,Alabama,AL,Lee,1081,President,Barack Obama,democrat,21498,54325,20191203
2008,Alabama,AL,Lee,1081,President,John McCain,republican,32230,54325,20191203
2008,Alabama,AL,Lee,1081,President,Other,NA,597,54325,20191203
2008,Alabama,AL,Limestone,1083,President,Barack Obama,democrat,9536,33551,20191203
2008,Alabama,AL,Limestone,1083,President,John McCain,republican,23598,33551,20191203
2008,Alabama,AL,Limestone,1083,President,Other,NA,417,33551,20191203
2008,Alabama,AL,Lowndes,1085,President,Barack Obama,democrat,5449,7278,20191203
2008,Alabama,AL,Lowndes,1085,President,John McCain,republican,1809,7278,20191203
2008,Alabama,AL,Lowndes,1085,President,Other,NA,20,7278,20191203
2008,Alabama,AL,Macon,1087,President,Barack Obama,democrat,9450,10877,20191203
2008,Alabama,AL,Macon,1087,President,John McCain,republican,1396,10877,20191203
2008,Alabama,AL,Macon,1087,President,Other,NA,31,10877,20191203
2008,Alabama,AL,Madison,1089,President,Barack Obama,democrat,64117,152899,20191203
2008,Alabama,AL,Madison,1089,President,John McCain,republican,86965,152899,20191203
2008,Alabama,AL,Madison,1089,President,Other,NA,1817,152899,20191203
2008,Alabama,AL,Marengo,1091,President,Barack Obama,democrat,5926,11471,20191203
2008,Alabama,AL,Marengo,1091,President,John McCain,republican,5516,11471,20191203
2008,Alabama,AL,Marengo,1091,President,Other,NA,29,11471,20191203
2008,Alabama,AL,Marion,1093,President,Barack Obama,democrat,2600,12355,20191203
2008,Alabama,AL,Marion,1093,President,John McCain,republican,9536,12355,20191203
2008,Alabama,AL,Marion,1093,President,Other,NA,219,12355,20191203
2008,Alabama,AL,Marshall,1095,President,Barack Obama,democrat,7038,33166,20191203
2008,Alabama,AL,Marshall,1095,President,John McCain,republican,25727,33166,20191203
2008,Alabama,AL,Marshall,1095,President,Other,NA,401,33166,20191203
2008,Alabama,AL,Mobile,1097,President,Barack Obama,democrat,82181,181424,20191203
2008,Alabama,AL,Mobile,1097,President,John McCain,republican,98049,181424,20191203
2008,Alabama,AL,Mobile,1097,President,Other,NA,1194,181424,20191203
2008,Alabama,AL,Monroe,1099,President,Barack Obama,democrat,5025,11252,20191203
2008,Alabama,AL,Monroe,1099,President,John McCain,republican,6175,11252,20191203
2008,Alabama,AL,Monroe,1099,President,Other,NA,52,11252,20191203
2008,Alabama,AL,Montgomery,1101,President,Barack Obama,democrat,62166,104743,20191203
2008,Alabama,AL,Montgomery,1101,President,John McCain,republican,42031,104743,20191203
2008,Alabama,AL,Montgomery,1101,President,Other,NA,546,104743,20191203
2008,Alabama,AL,Morgan,1103,President,Barack Obama,democrat,13895,50542,20191203
2008,Alabama,AL,Morgan,1103,President,John McCain,republican,36014,50542,20191203
2008,Alabama,AL,Morgan,1103,President,Other,NA,633,50542,20191203
2008,Alabama,AL,Perry,1105,President,Barack Obama,democrat,4457,6159,20191203
2008,Alabama,AL,Perry,1105,President,John McCain,republican,1679,6159,20191203
2008,Alabama,AL,Perry,1105,President,Other,NA,23,6159,20191203
2008,Alabama,AL,Pickens,1107,President,Barack Obama,democrat,4594,10067,20191203
2008,Alabama,AL,Pickens,1107,President,John McCain,republican,5434,10067,20191203
2008,Alabama,AL,Pickens,1107,President,Other,NA,39,10067,20191203
2008,Alabama,AL,Pike,1109,President,Barack Obama,democrat,5879,13955,20191203
2008,Alabama,AL,Pike,1109,President,John McCain,republican,8004,13955,20191203
2008,Alabama,AL,Pike,1109,President,Other,NA,72,13955,20191203
2008,Alabama,AL,Randolph,1111,President,Barack Obama,democrat,3064,10384,20191203
2008,Alabama,AL,Randolph,1111,President,John McCain,republican,7175,10384,20191203
2008,Alabama,AL,Randolph,1111,President,Other,NA,145,10384,20191203
2008,Alabama,AL,Russell,1113,President,Barack Obama,democrat,10085,18915,20191203
2008,Alabama,AL,Russell,1113,President,John McCain,republican,8705,18915,20191203
2008,Alabama,AL,Russell,1113,President,Other,NA,125,18915,20191203
2008,Alabama,AL,St. Clair,1115,President,Barack Obama,democrat,6091,34088,20191203
2008,Alabama,AL,St. Clair,1115,President,John McCain,republican,27649,34088,20191203
2008,Alabama,AL,St. Clair,1115,President,Other,NA,348,34088,20191203
2008,Alabama,AL,Shelby,1117,President,Barack Obama,democrat,20625,90643,20191203
2008,Alabama,AL,Shelby,1117,President,John McCain,republican,69060,90643,20191203
2008,Alabama,AL,Shelby,1117,President,Other,NA,958,90643,20191203
2008,Alabama,AL,Sumter,1119,President,Barack Obama,democrat,5264,7020,20191203
2008,Alabama,AL,Sumter,1119,President,John McCain,republican,1731,7020,20191203
2008,Alabama,AL,Sumter,1119,President,Other,NA,25,7020,20191203
2008,Alabama,AL,Talladega,1121,President,Barack Obama,democrat,13779,34204,20191203
2008,Alabama,AL,Talladega,1121,President,John McCain,republican,20112,34204,20191203
2008,Alabama,AL,Talladega,1121,President,Other,NA,313,34204,20191203
2008,Alabama,AL,Tallapoosa,1123,President,Barack Obama,democrat,6063,19311,20191203
2008,Alabama,AL,Tallapoosa,1123,President,John McCain,republican,13116,19311,20191203
2008,Alabama,AL,Tallapoosa,1123,President,Other,NA,132,19311,20191203
2008,Alabama,AL,Tuscaloosa,1125,President,Barack Obama,democrat,32796,78912,20191203
2008,Alabama,AL,Tuscaloosa,1125,President,John McCain,republican,45405,78912,20191203
2008,Alabama,AL,Tuscaloosa,1125,President,Other,NA,711,78912,20191203
2008,Alabama,AL,Walker,1127,President,Barack Obama,democrat,7420,28652,20191203
2008,Alabama,AL,Walker,1127,President,John McCain,republican,20722,28652,20191203
2008,Alabama,AL,Walker,1127,President,Other,NA,510,28652,20191203
2008,Alabama,AL,Washington,1129,President,Barack Obama,democrat,3067,8775,20191203
2008,Alabama,AL,Washington,1129,President,John McCain,republican,5654,8775,20191203
2008,Alabama,AL,Washington,1129,President,Other,NA,54,8775,20191203
2008,Alabama,AL,Wilcox,1131,President,Barack Obama,democrat,4612,6494,20191203
2008,Alabama,AL,Wilcox,1131,President,John McCain,republican,1868,6494,20191203
2008,Alabama,AL,Wilcox,1131,President,Other,NA,14,6494,20191203
2008,Alabama,AL,Winston,1133,President,Barack Obama,democrat,1757,10031,20191203
2008,Alabama,AL,Winston,1133,President,John McCain,republican,8103,10031,20191203
2008,Alabama,AL,Winston,1133,President,Other,NA,171,10031,20191203
2008,Arizona,AZ,Apache,4001,President,Barack Obama,democrat,15390,24262,20191203
2008,Arizona,AZ,Apache,4001,President,John McCain,republican,8551,24262,20191203
2008,Arizona,AZ,Apache,4001,President,Other,NA,321,24262,20191203
2008,Arizona,AZ,Cochise,4003,President,Barack Obama,democrat,18943,48820,20191203
2008,Arizona,AZ,Cochise,4003,President,John McCain,republican,29026,48820,20191203
2008,Arizona,AZ,Cochise,4003,President,Other,NA,851,48820,20191203
2008,Arizona,AZ,Coconino,4005,President,Barack Obama,democrat,31433,54344,20191203
2008,Arizona,AZ,Coconino,4005,President,John McCain,republican,22186,54344,20191203
2008,Arizona,AZ,Coconino,4005,President,Other,NA,725,54344,20191203
2008,Arizona,AZ,Gila,4007,President,Barack Obama,democrat,7884,22333,20191203
2008,Arizona,AZ,Gila,4007,President,John McCain,republican,14095,22333,20191203
2008,Arizona,AZ,Gila,4007,President,Other,NA,354,22333,20191203
2008,Arizona,AZ,Graham,4009,President,Barack Obama,democrat,3487,12007,20191203
2008,Arizona,AZ,Graham,4009,President,John McCain,republican,8376,12007,20191203
2008,Arizona,AZ,Graham,4009,President,Other,NA,144,12007,20191203
2008,Arizona,AZ,Greenlee,4011,President,Barack Obama,democrat,1165,2913,20191203
2008,Arizona,AZ,Greenlee,4011,President,John McCain,republican,1712,2913,20191203
2008,Arizona,AZ,Greenlee,4011,President,Other,NA,36,2913,20191203
2008,Arizona,AZ,La Paz,4012,President,Barack Obama,democrat,1929,5552,20191203
2008,Arizona,AZ,La Paz,4012,President,John McCain,republican,3509,5552,20191203
2008,Arizona,AZ,La Paz,4012,President,Other,NA,114,5552,20191203
2008,Arizona,AZ,Maricopa,4013,President,Barack Obama,democrat,602166,1364962,20191203
2008,Arizona,AZ,Maricopa,4013,President,John McCain,republican,746448,1364962,20191203
2008,Arizona,AZ,Maricopa,4013,President,Other,NA,16348,1364962,20191203
2008,Arizona,AZ,Mohave,4015,President,Barack Obama,democrat,22092,67605,20191203
2008,Arizona,AZ,Mohave,4015,President,John McCain,republican,44333,67605,20191203
2008,Arizona,AZ,Mohave,4015,President,Other,NA,1180,67605,20191203
2008,Arizona,AZ,Navajo,4017,President,Barack Obama,democrat,15579,35800,20191203
2008,Arizona,AZ,Navajo,4017,President,John McCain,republican,19761,35800,20191203
2008,Arizona,AZ,Navajo,4017,President,Other,NA,460,35800,20191203
2008,Arizona,AZ,Pima,4019,President,Barack Obama,democrat,206254,393428,20191203
2008,Arizona,AZ,Pima,4019,President,John McCain,republican,182406,393428,20191203
2008,Arizona,AZ,Pima,4019,President,Other,NA,4768,393428,20191203
2008,Arizona,AZ,Pinal,4021,President,Barack Obama,democrat,44254,104883,20191203
2008,Arizona,AZ,Pinal,4021,President,John McCain,republican,59421,104883,20191203
2008,Arizona,AZ,Pinal,4021,President,Other,NA,1208,104883,20191203
2008,Arizona,AZ,Santa Cruz,4023,President,Barack Obama,democrat,8683,13303,20191203
2008,Arizona,AZ,Santa Cruz,4023,President,John McCain,republican,4518,13303,20191203
2008,Arizona,AZ,Santa Cruz,4023,President,Other,NA,102,13303,20191203
2008,Arizona,AZ,Yavapai,4025,President,Barack Obama,democrat,36889,99648,20191203
2008,Arizona,AZ,Yavapai,4025,President,John McCain,republican,61192,99648,20191203
2008,Arizona,AZ,Yavapai,4025,President,Other,NA,1567,99648,20191203
2008,Arizona,AZ,Yuma,4027,President,Barack Obama,democrat,18559,43615,20191203
2008,Arizona,AZ,Yuma,4027,President,John McCain,republican,24577,43615,20191203
2008,Arizona,AZ,Yuma,4027,President,Other,NA,479,43615,20191203
2008,Arkansas,AR,Arkansas,5001,President,Barack Obama,democrat,2619,6978,20191203
2008,Arkansas,AR,Arkansas,5001,President,John McCain,republican,4185,6978,20191203
2008,Arkansas,AR,Arkansas,5001,President,Other,NA,174,6978,20191203
2008,Arkansas,AR,Ashley,5003,President,Barack Obama,democrat,2976,8642,20191203
2008,Arkansas,AR,Ashley,5003,President,John McCain,republican,5406,8642,20191203
2008,Arkansas,AR,Ashley,5003,President,Other,NA,260,8642,20191203
2008,Arkansas,AR,Baxter,5005,President,Barack Obama,democrat,6539,19981,20191203
2008,Arkansas,AR,Baxter,5005,President,John McCain,republican,12852,19981,20191203
2008,Arkansas,AR,Baxter,5005,President,Other,NA,590,19981,20191203
2008,Arkansas,AR,Benton,5007,President,Barack Obama,democrat,23331,76073,20191203
2008,Arkansas,AR,Benton,5007,President,John McCain,republican,51124,76073,20191203
2008,Arkansas,AR,Benton,5007,President,Other,NA,1618,76073,20191203
2008,Arkansas,AR,Boone,5009,President,Barack Obama,democrat,4435,15474,20191203
2008,Arkansas,AR,Boone,5009,President,John McCain,republican,10575,15474,20191203
2008,Arkansas,AR,Boone,5009,President,Other,NA,464,15474,20191203
2008,Arkansas,AR,Bradley,5011,President,Barack Obama,democrat,1680,4041,20191203
2008,Arkansas,AR,Bradley,5011,President,John McCain,republican,2262,4041,20191203
2008,Arkansas,AR,Bradley,5011,President,Other,NA,99,4041,20191203
2008,Arkansas,AR,Calhoun,5013,President,Barack Obama,democrat,691,2217,20191203
2008,Arkansas,AR,Calhoun,5013,President,John McCain,republican,1462,2217,20191203
2008,Arkansas,AR,Calhoun,5013,President,Other,NA,64,2217,20191203
2008,Arkansas,AR,Carroll,5015,President,Barack Obama,democrat,4172,10579,20191203
2008,Arkansas,AR,Carroll,5015,President,John McCain,republican,6083,10579,20191203
2008,Arkansas,AR,Carroll,5015,President,Other,NA,324,10579,20191203
2008,Arkansas,AR,Chicot,5017,President,Barack Obama,democrat,3043,5208,20191203
2008,Arkansas,AR,Chicot,5017,President,John McCain,republican,2119,5208,20191203
2008,Arkansas,AR,Chicot,5017,President,Other,NA,46,5208,20191203
2008,Arkansas,AR,Clark,5019,President,Barack Obama,democrat,4267,9094,20191203
2008,Arkansas,AR,Clark,5019,President,John McCain,republican,4608,9094,20191203
2008,Arkansas,AR,Clark,5019,President,Other,NA,219,9094,20191203
2008,Arkansas,AR,Clay,5021,President,Barack Obama,democrat,2244,5511,20191203
2008,Arkansas,AR,Clay,5021,President,John McCain,republican,3032,5511,20191203
2008,Arkansas,AR,Clay,5021,President,Other,NA,235,5511,20191203
2008,Arkansas,AR,Cleburne,5023,President,Barack Obama,democrat,2951,11338,20191203
2008,Arkansas,AR,Cleburne,5023,President,John McCain,republican,7962,11338,20191203
2008,Arkansas,AR,Cleburne,5023,President,Other,NA,425,11338,20191203
2008,Arkansas,AR,Cleveland,5025,President,Barack Obama,democrat,911,3505,20191203
2008,Arkansas,AR,Cleveland,5025,President,John McCain,republican,2451,3505,20191203
2008,Arkansas,AR,Cleveland,5025,President,Other,NA,143,3505,20191203
2008,Arkansas,AR,Columbia,5027,President,Barack Obama,democrat,3554,9558,20191203
2008,Arkansas,AR,Columbia,5027,President,John McCain,republican,5861,9558,20191203
2008,Arkansas,AR,Columbia,5027,President,Other,NA,143,9558,20191203
2008,Arkansas,AR,Conway,5029,President,Barack Obama,democrat,3149,8138,20191203
2008,Arkansas,AR,Conway,5029,President,John McCain,republican,4691,8138,20191203
2008,Arkansas,AR,Conway,5029,President,Other,NA,298,8138,20191203
2008,Arkansas,AR,Craighead,5031,President,Barack Obama,democrat,11294,30968,20191203
2008,Arkansas,AR,Craighead,5031,President,John McCain,republican,18881,30968,20191203
2008,Arkansas,AR,Craighead,5031,President,Other,NA,793,30968,20191203
2008,Arkansas,AR,Crawford,5033,President,Barack Obama,democrat,5238,20532,20191203
2008,Arkansas,AR,Crawford,5033,President,John McCain,republican,14688,20532,20191203
2008,Arkansas,AR,Crawford,5033,President,Other,NA,606,20532,20191203
2008,Arkansas,AR,Crittenden,5035,President,Barack Obama,democrat,10330,18255,20191203
2008,Arkansas,AR,Crittenden,5035,President,John McCain,republican,7650,18255,20191203
2008,Arkansas,AR,Crittenden,5035,President,Other,NA,275,18255,20191203
2008,Arkansas,AR,Cross,5037,President,Barack Obama,democrat,2580,7130,20191203
2008,Arkansas,AR,Cross,5037,President,John McCain,republican,4393,7130,20191203
2008,Arkansas,AR,Cross,5037,President,Other,NA,157,7130,20191203
2008,Arkansas,AR,Dallas,5039,President,Barack Obama,democrat,1471,3318,20191203
2008,Arkansas,AR,Dallas,5039,President,John McCain,republican,1757,3318,20191203
2008,Arkansas,AR,Dallas,5039,President,Other,NA,90,3318,20191203
2008,Arkansas,AR,Desha,5041,President,Barack Obama,democrat,2569,4678,20191203
2008,Arkansas,AR,Desha,5041,President,John McCain,republican,1999,4678,20191203
2008,Arkansas,AR,Desha,5041,President,Other,NA,110,4678,20191203
2008,Arkansas,AR,Drew,5043,President,Barack Obama,democrat,2598,6610,20191203
2008,Arkansas,AR,Drew,5043,President,John McCain,republican,3860,6610,20191203
2008,Arkansas,AR,Drew,5043,President,Other,NA,152,6610,20191203
2008,Arkansas,AR,Faulkner,5045,President,Barack Obama,democrat,14955,41179,20191203
2008,Arkansas,AR,Faulkner,5045,President,John McCain,republican,25362,41179,20191203
2008,Arkansas,AR,Faulkner,5045,President,Other,NA,862,41179,20191203
2008,Arkansas,AR,Franklin,5047,President,Barack Obama,democrat,1869,6475,20191203
2008,Arkansas,AR,Franklin,5047,President,John McCain,republican,4411,6475,20191203
2008,Arkansas,AR,Franklin,5047,President,Other,NA,195,6475,20191203
2008,Arkansas,AR,Fulton,5049,President,Barack Obama,democrat,1819,4676,20191203
2008,Arkansas,AR,Fulton,5049,President,John McCain,republican,2702,4676,20191203
2008,Arkansas,AR,Fulton,5049,President,Other,NA,155,4676,20191203
2008,Arkansas,AR,Garland,5051,President,Barack Obama,democrat,15899,43719,20191203
2008,Arkansas,AR,Garland,5051,President,John McCain,republican,26825,43719,20191203
2008,Arkansas,AR,Garland,5051,President,Other,NA,995,43719,20191203
2008,Arkansas,AR,Grant,5053,President,Barack Obama,democrat,1562,6793,20191203
2008,Arkansas,AR,Grant,5053,President,John McCain,republican,5023,6793,20191203
2008,Arkansas,AR,Grant,5053,President,Other,NA,208,6793,20191203
2008,Arkansas,AR,Greene,5055,President,Barack Obama,democrat,4541,13612,20191203
2008,Arkansas,AR,Greene,5055,President,John McCain,republican,8578,13612,20191203
2008,Arkansas,AR,Greene,5055,President,Other,NA,493,13612,20191203
2008,Arkansas,AR,Hempstead,5057,President,Barack Obama,democrat,2869,7349,20191203
2008,Arkansas,AR,Hempstead,5057,President,John McCain,republican,4273,7349,20191203
2008,Arkansas,AR,Hempstead,5057,President,Other,NA,207,7349,20191203
2008,Arkansas,AR,Hot Spring,5059,President,Barack Obama,democrat,4288,11955,20191203
2008,Arkansas,AR,Hot Spring,5059,President,John McCain,republican,7209,11955,20191203
2008,Arkansas,AR,Hot Spring,5059,President,Other,NA,458,11955,20191203
2008,Arkansas,AR,Howard,5061,President,Barack Obama,democrat,1746,4846,20191203
2008,Arkansas,AR,Howard,5061,President,John McCain,republican,2957,4846,20191203
2008,Arkansas,AR,Howard,5061,President,Other,NA,143,4846,20191203
2008,Arkansas,AR,Independence,5063,President,Barack Obama,democrat,3688,12299,20191203
2008,Arkansas,AR,Independence,5063,President,John McCain,republican,8255,12299,20191203
2008,Arkansas,AR,Independence,5063,President,Other,NA,356,12299,20191203
2008,Arkansas,AR,Izard,5065,President,Barack Obama,democrat,1792,5218,20191203
2008,Arkansas,AR,Izard,5065,President,John McCain,republican,3193,5218,20191203
2008,Arkansas,AR,Izard,5065,President,Other,NA,233,5218,20191203
2008,Arkansas,AR,Jackson,5067,President,Barack Obama,democrat,2207,5582,20191203
2008,Arkansas,AR,Jackson,5067,President,John McCain,republican,3118,5582,20191203
2008,Arkansas,AR,Jackson,5067,President,Other,NA,257,5582,20191203
2008,Arkansas,AR,Jefferson,5069,President,Barack Obama,democrat,18465,29689,20191203
2008,Arkansas,AR,Jefferson,5069,President,John McCain,republican,10655,29689,20191203
2008,Arkansas,AR,Jefferson,5069,President,Other,NA,569,29689,20191203
2008,Arkansas,AR,Johnson,5071,President,Barack Obama,democrat,3034,8180,20191203
