year,state,abbrev,name,id,race,candidate,party,vote,total_vote,date
2004,Alabama,AL,Autauga,1001,President,John Kerry,democrat,4758,20081,20191203
2004,Alabama,AL,Autauga,1001,President,George W. Bush,republican,15196,20081,20191203
2004,Alabama,AL,Autauga,1001,President,Other,NA,127,20081,20191203
2004,Alabama,AL,Baldwin,1003,President,John Kerry,democrat,15599,69320,20191203
2004,Alabama,AL,Baldwin,1003,President,George W. Bush,republican,52971,69320,20191203
2004,Alabama,AL,Baldwin,1003,President,Other,NA,750,69320,20191203
2004,Alabama,AL,Barbour,1005,President,John Kerry,democrat,4832,10777,20191203
2004,Alabama,AL,Barbour,1005,President,George W. Bush,republican,5899,10777,20191203
2004,Alabama,AL,Barbour,1005,President,Other,NA,46,10777,20191203
2004,Alabama,AL,Bibb,1007,President,John Kerry,democrat,2089,7600,20191203
2004,Alabama,AL,Bibb,1007,President,George W. Bush,republican,5472,7600,20191203
2004,Alabama,AL,Bibb,1007,President,Other,NA,39,7600,20191203
2004,Alabama,AL,Blount,1009,President,John Kerry,democrat,3938,21504,20191203
2004,Alabama,AL,Blount,1009,President,George W. Bush,republican,17386,21504,20191203
2004,Alabama,AL,Blount,1009,President,Other,NA,180,21504,20191203
2004,Alabama,AL,Bullock,1011,President,John Kerry,democrat,3210,4717,20191203
2004,Alabama,AL,Bullock,1011,President,George W. Bush,republican,1494,4717,20191203
2004,Alabama,AL,Bullock,1011,President,Other,NA,13,4717,20191203
2004,Alabama,AL,Butler,1013,President,John Kerry,democrat,3413,8416,20191203
2004,Alabama,AL,Butler,1013,President,George W. Bush,republican,4979,8416,20191203
2004,Alabama,AL,Butler,1013,President,Other,NA,24,8416,20191203
2004,Alabama,AL,Calhoun,1015,President,John Kerry,democrat,15083,45249,20191203
2004,Alabama,AL,Calhoun,1015,President,George W. Bush,republican,29814,45249,20191203
2004,Alabama,AL,Calhoun,1015,President,Other,NA,352,45249,20191203
2004,Alabama,AL,Chambers,1017,President,John Kerry,democrat,5347,13032,20191203
2004,Alabama,AL,Chambers,1017,President,George W. Bush,republican,7622,13032,20191203
2004,Alabama,AL,Chambers,1017,President,Other,NA,63,13032,20191203
2004,Alabama,AL,Cherokee,1019,President,John Kerry,democrat,3040,9049,20191203
2004,Alabama,AL,Cherokee,1019,President,George W. Bush,republican,5923,9049,20191203
2004,Alabama,AL,Cherokee,1019,President,Other,NA,86,9049,20191203
2004,Alabama,AL,Chilton,1021,President,John Kerry,democrat,3778,16693,20191203
2004,Alabama,AL,Chilton,1021,President,George W. Bush,republican,12829,16693,20191203
2004,Alabama,AL,Chilton,1021,President,Other,NA,86,16693,20191203
2004,Alabama,AL,Choctaw,1023,President,John Kerry,democrat,3303,7227,20191203
2004,Alabama,AL,Choctaw,1023,President,George W. Bush,republican,3897,7227,20191203
2004,Alabama,AL,Choctaw,1023,President,Other,NA,27,7227,20191203
2004,Alabama,AL,Clarke,1025,President,John Kerry,democrat,4627,11394,20191203
2004,Alabama,AL,Clarke,1025,President,George W. Bush,republican,6730,11394,20191203
2004,Alabama,AL,Clarke,1025,President,Other,NA,37,11394,20191203
2004,Alabama,AL,Clay,1027,President,John Kerry,democrat,1893,6576,20191203
2004,Alabama,AL,Clay,1027,President,George W. Bush,republican,4624,6576,20191203
2004,Alabama,AL,Clay,1027,President,Other,NA,59,6576,20191203
2004,Alabama,AL,Cleburne,1029,President,John Kerry,democrat,1391,5798,20191203
2004,Alabama,AL,Cleburne,1029,President,George W. Bush,republican,4370,5798,20191203
2004,Alabama,AL,Cleburne,1029,President,Other,NA,37,5798,20191203
2004,Alabama,AL,Coffee,1031,President,John Kerry,democrat,4480,17616,20191203
2004,Alabama,AL,Coffee,1031,President,George W. Bush,republican,13019,17616,20191203
2004,Alabama,AL,Coffee,1031,President,Other,NA,117,17616,20191203
2004,Alabama,AL,Colbert,1033,President,John Kerry,democrat,10598,23935,20191203
2004,Alabama,AL,Colbert,1033,President,George W. Bush,republican,13188,23935,20191203
2004,Alabama,AL,Colbert,1033,President,Other,NA,149,23935,20191203
2004,Alabama,AL,Conecuh,1035,President,John Kerry,democrat,2719,6021,20191203
2004,Alabama,AL,Conecuh,1035,President,George W. Bush,republican,3271,6021,20191203
2004,Alabama,AL,Conecuh,1035,President,Other,NA,31,6021,20191203
2004,Alabama,AL,Coosa,1037,President,John Kerry,democrat,2055,5001,20191203
2004,Alabama,AL,Coosa,1037,President,George W. Bush,republican,2905,5001,20191203
2004,Alabama,AL,Coosa,1037,President,Other,NA,41,5001,20191203
2004,Alabama,AL,Covington,1039,President,John Kerry,democrat,3423,14627,20191203
2004,Alabama,AL,Covington,1039,President,George W. Bush,republican,11119,14627,20191203
2004,Alabama,AL,Covington,1039,President,Other,NA,85,14627,20191203
2004,Alabama,AL,Crenshaw,1041,President,John Kerry,democrat,1698,5500,20191203
2004,Alabama,AL,Crenshaw,1041,President,George W. Bush,republican,3777,5500,20191203
2004,Alabama,AL,Crenshaw,1041,President,Other,NA,25,5500,20191203
2004,Alabama,AL,Cullman,1043,President,John Kerry,democrat,8045,35191,20191203
2004,Alabama,AL,Cullman,1043,President,George W. Bush,republican,26818,35191,20191203
2004,Alabama,AL,Cullman,1043,President,Other,NA,328,35191,20191203
2004,Alabama,AL,Dale,1045,President,John Kerry,democrat,4484,18231,20191203
2004,Alabama,AL,Dale,1045,President,George W. Bush,republican,13621,18231,20191203
2004,Alabama,AL,Dale,1045,President,Other,NA,126,18231,20191203
2004,Alabama,AL,Dallas,1047,President,John Kerry,democrat,11175,18573,20191203
2004,Alabama,AL,Dallas,1047,President,George W. Bush,republican,7335,18573,20191203
2004,Alabama,AL,Dallas,1047,President,Other,NA,63,18573,20191203
2004,Alabama,AL,DeKalb,1049,President,John Kerry,democrat,7092,24135,20191203
2004,Alabama,AL,DeKalb,1049,President,George W. Bush,republican,16904,24135,20191203
2004,Alabama,AL,DeKalb,1049,President,Other,NA,139,24135,20191203
2004,Alabama,AL,Elmore,1051,President,John Kerry,democrat,6471,28680,20191203
2004,Alabama,AL,Elmore,1051,President,George W. Bush,republican,22056,28680,20191203
2004,Alabama,AL,Elmore,1051,President,Other,NA,153,28680,20191203
2004,Alabama,AL,Escambia,1053,President,John Kerry,democrat,3814,12395,20191203
2004,Alabama,AL,Escambia,1053,President,George W. Bush,republican,8513,12395,20191203
2004,Alabama,AL,Escambia,1053,President,Other,NA,68,12395,20191203
2004,Alabama,AL,Etowah,1055,President,John Kerry,democrat,15328,42680,20191203
2004,Alabama,AL,Etowah,1055,President,George W. Bush,republican,26999,42680,20191203
2004,Alabama,AL,Etowah,1055,President,Other,NA,353,42680,20191203
2004,Alabama,AL,Fayette,1057,President,John Kerry,democrat,2408,8002,20191203
2004,Alabama,AL,Fayette,1057,President,George W. Bush,republican,5534,8002,20191203
2004,Alabama,AL,Fayette,1057,President,Other,NA,60,8002,20191203
2004,Alabama,AL,Franklin,1059,President,John Kerry,democrat,4514,12269,20191203
2004,Alabama,AL,Franklin,1059,President,George W. Bush,republican,7690,12269,20191203
